customerID,gender,SeniorCitizen,Partner,Dependents,tenure,Contract,InternetService,PaymentMethod,PaperlessBilling,TechSupport,OnlineSecurity,StreamingTV,NumSupportCalls,MonthlyCharges,TotalCharges,Churn,ChurnProbability,PredictedChurn,ActualChurn,RiskSegment
CUST102924,Female,0,No,No,41,Month-to-month,DSL,Electronic check,Yes,No,No internet service,Yes,0,35.08,1462.4,No,18.22,No,No,Low Risk
CUST104206,Female,1,No,No,10,Month-to-month,DSL,Electronic check,Yes,No internet service,No,No,0,53.86,546.22,Yes,80.68,Yes,Yes,High Risk
CUST104673,Female,0,No,Yes,17,One year,DSL,Electronic check,No,No internet service,Yes,No internet service,0,39.73,605.01,No,9.99,No,No,Low Risk
CUST100972,Male,0,Yes,Yes,28,Two year,DSL,Electronic check,No,No,Yes,Yes,4,56.53,1578.37,No,13.26,No,No,Low Risk
CUST101423,Male,0,No,Yes,12,Month-to-month,Fiber optic,Credit card (automatic),No,No,No,No internet service,1,71.06,818.72,Yes,61.33,Yes,Yes,High Risk
CUST100701,Female,0,Yes,No,55,Month-to-month,DSL,Mailed check,No,No,No internet service,Yes,1,57.15,3105.56,No,7.94,No,No,Low Risk
CUST104901,Male,0,No,No,27,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,No,Yes,Yes,0,39.78,1119.95,No,9.38,No,No,Low Risk
CUST100297,Male,0,Yes,No,31,Month-to-month,Fiber optic,Credit card (automatic),Yes,No,No,No,2,77.13,2411.58,No,41.54,No,No,Medium Risk
CUST101396,Male,0,Yes,No,47,Month-to-month,DSL,Electronic check,Yes,Yes,No,Yes,3,37.76,1683.38,No,17.43,No,No,Low Risk
CUST103106,Female,1,No,No,72,Month-to-month,Fiber optic,Bank transfer (automatic),No,Yes,No,Yes,2,57.11,4192.06,No,4.71,No,No,Low Risk
CUST104856,Male,1,No,Yes,10,Two year,DSL,Electronic check,No,No,No internet service,No,0,51.83,460.88,No,22.43,No,No,Low Risk
CUST101616,Male,1,No,No,55,One year,Fiber optic,Mailed check,Yes,No,Yes,No,4,88.08,4804.49,No,20.16,No,No,Low Risk
CUST103458,Male,0,No,No,4,Month-to-month,DSL,Mailed check,No,Yes,No,No,1,36.75,97.85,No,43.89,No,No,Medium Risk
CUST102605,Male,0,Yes,No,47,One year,No,Bank transfer (automatic),No,No,No internet service,No,2,33.65,1623.15,No,0.97,No,No,Low Risk
CUST101211,Female,0,Yes,Yes,12,Two year,Fiber optic,Mailed check,Yes,Yes,No,No,1,64.67,773.28,No,6.75,No,No,Low Risk
CUST102587,Female,0,Yes,Yes,42,Two year,Fiber optic,Electronic check,No,Yes,No,Yes,2,73.27,3100.34,No,7.29,No,No,Low Risk
CUST102196,Male,0,Yes,Yes,19,Month-to-month,DSL,Bank transfer (automatic),Yes,No,Yes,No,1,65.14,1230.53,No,16.46,No,No,Low Risk
CUST101959,Male,0,Yes,No,9,Month-to-month,No,Bank transfer (automatic),No,No,No,Yes,1,41.71,398.45,No,32.63,No,No,Medium Risk
CUST103548,Male,0,Yes,No,63,Two year,DSL,Credit card (automatic),No,No internet service,No,No,1,55.4,3440.03,No,0.23,No,No,Low Risk
CUST100732,Male,0,No,No,38,One year,Fiber optic,Electronic check,No,No,Yes,No internet service,2,64.94,2517.54,No,23.06,No,No,Low Risk
CUST101637,Male,0,Yes,Yes,39,Two year,Fiber optic,Electronic check,No,No internet service,No,Yes,2,70.31,2779.1,No,12.24,No,No,Low Risk
CUST100743,Male,0,Yes,No,3,Month-to-month,DSL,Electronic check,Yes,No internet service,No internet service,No,2,54.6,151.21,Yes,85.91,Yes,Yes,High Risk
CUST104942,Female,0,No,No,10,Month-to-month,Fiber optic,Mailed check,Yes,No,No,No,5,89.48,865.79,Yes,97.13,Yes,Yes,High Risk
CUST104372,Female,0,Yes,Yes,3,One year,No,Bank transfer (automatic),Yes,No,No internet service,No,2,33.39,114.83,No,9.03,No,No,Low Risk
CUST100940,Female,0,Yes,No,51,Month-to-month,Fiber optic,Credit card (automatic),Yes,Yes,No internet service,Yes,1,82.29,4222.67,No,9.66,No,No,Low Risk
CUST103200,Male,0,Yes,Yes,30,Month-to-month,No,Bank transfer (automatic),Yes,Yes,Yes,No,1,29.27,905.32,Yes,2.0,No,Yes,Low Risk
CUST104689,Female,0,Yes,Yes,25,Month-to-month,Fiber optic,Electronic check,Yes,No internet service,Yes,No,0,86.76,2141.38,Yes,60.59,Yes,Yes,High Risk
CUST102664,Female,0,No,Yes,49,Month-to-month,Fiber optic,Electronic check,No,No internet service,Yes,No internet service,0,81.67,4077.39,No,35.2,No,No,Medium Risk
CUST101641,Male,0,Yes,No,23,One year,Fiber optic,Bank transfer (automatic),Yes,No internet service,No,No,0,78.67,1819.93,No,8.72,No,No,Low Risk
CUST102744,Male,0,Yes,Yes,20,Month-to-month,Fiber optic,Electronic check,Yes,No,No,No,1,85.01,1758.69,Yes,82.06,Yes,Yes,High Risk
CUST104289,Female,0,No,No,12,Two year,No,Bank transfer (automatic),Yes,No internet service,No,Yes,3,18.0,163.52,No,4.53,No,No,Low Risk
CUST102508,Female,0,No,No,59,One year,No,Bank transfer (automatic),Yes,No internet service,Yes,No internet service,0,42.68,2504.04,No,0.23,No,No,Low Risk
CUST104743,Male,0,No,Yes,4,Month-to-month,Fiber optic,Credit card (automatic),No,No,No,Yes,1,67.43,303.99,Yes,69.75,Yes,Yes,High Risk
CUST104801,Male,0,No,No,48,Two year,Fiber optic,Electronic check,No,No,Yes,No,0,56.9,2792.81,No,2.61,No,No,Low Risk
CUST104091,Male,0,No,No,14,One year,DSL,Credit card (automatic),Yes,No,No internet service,No internet service,1,51.16,739.88,Yes,9.09,No,Yes,Low Risk
CUST101388,Male,0,Yes,Yes,39,Month-to-month,Fiber optic,Electronic check,Yes,Yes,No,No,2,87.02,3459.22,No,58.09,Yes,No,Medium Risk
CUST101228,Female,0,Yes,Yes,16,Month-to-month,DSL,Credit card (automatic),Yes,No,No,Yes,5,65.18,1061.45,No,67.77,Yes,No,High Risk
CUST103564,Male,0,Yes,Yes,33,Month-to-month,No,Credit card (automatic),No,Yes,No,Yes,0,19.01,551.98,No,1.59,No,No,Low Risk
CUST101082,Male,0,No,Yes,19,Month-to-month,No,Electronic check,Yes,No,Yes,No internet service,0,30.9,613.63,No,27.09,No,No,Low Risk
CUST103110,Male,0,No,No,55,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,No,No,No internet service,1,89.31,4915.36,No,19.83,No,No,Low Risk
CUST101482,Female,0,No,Yes,27,One year,No,Mailed check,Yes,No,Yes,No,1,20.4,528.83,No,1.62,No,No,Low Risk
CUST101640,Female,0,Yes,No,31,Month-to-month,DSL,Electronic check,No,No,No internet service,Yes,0,50.46,1586.27,No,35.39,No,No,Medium Risk
CUST102770,Male,0,Yes,Yes,46,Month-to-month,Fiber optic,Electronic check,Yes,Yes,No internet service,Yes,4,90.05,4146.48,Yes,69.52,Yes,Yes,High Risk
CUST104888,Male,0,No,No,14,Month-to-month,DSL,Electronic check,Yes,No internet service,No,No,1,43.37,580.49,No,68.16,Yes,No,High Risk
CUST102788,Female,0,No,No,15,Month-to-month,No,Credit card (automatic),Yes,No,Yes,Yes,0,41.63,690.2,No,15.6,No,No,Low Risk
CUST100235,Female,0,No,No,4,Month-to-month,DSL,Credit card (automatic),Yes,No,Yes,Yes,0,52.49,224.5,No,31.14,No,No,Medium Risk
CUST104575,Male,0,No,Yes,7,One year,Fiber optic,Mailed check,No,No internet service,No,No,2,72.3,526.02,Yes,52.41,Yes,Yes,Medium Risk
CUST103833,Female,0,No,No,17,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,Yes,No,No,1,64.59,1065.64,Yes,38.64,No,Yes,Medium Risk
CUST104018,Male,1,No,No,10,One year,Fiber optic,Electronic check,No,No,Yes,No internet service,1,97.6,962.34,Yes,82.55,Yes,Yes,High Risk
CUST102711,Male,0,Yes,No,20,Two year,Fiber optic,Bank transfer (automatic),Yes,No,No,No,1,88.0,1819.22,No,9.9,No,No,Low Risk
CUST101720,Female,0,Yes,No,9,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,No,No,0,76.49,705.61,Yes,57.92,Yes,Yes,Medium Risk
CUST102962,Female,0,No,No,5,Month-to-month,No,Mailed check,Yes,Yes,Yes,Yes,3,35.76,175.29,Yes,49.64,No,Yes,Medium Risk
CUST103816,Male,0,No,No,52,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,No,No internet service,No,5,75.48,3953.36,No,47.73,No,No,Medium Risk
CUST103941,Female,0,No,Yes,21,Month-to-month,Fiber optic,Electronic check,No,No,No internet service,No,1,71.57,1482.02,Yes,83.31,Yes,Yes,High Risk
CUST104952,Male,0,Yes,No,26,Month-to-month,Fiber optic,Bank transfer (automatic),No,Yes,No,Yes,2,113.56,2973.14,Yes,67.89,Yes,Yes,High Risk
CUST103917,Female,1,Yes,No,65,One year,DSL,Electronic check,No,Yes,No internet service,No,1,76.93,4955.62,No,4.07,No,No,Low Risk
CUST104101,Female,0,No,No,26,Month-to-month,DSL,Bank transfer (automatic),No,Yes,No,No,1,48.18,1254.24,No,14.29,No,No,Low Risk
CUST100264,Male,0,No,No,19,One year,Fiber optic,Electronic check,Yes,No,Yes,No,5,56.29,1084.65,Yes,66.63,Yes,Yes,High Risk
CUST101455,Male,1,Yes,No,25,Two year,Fiber optic,Mailed check,No,No internet service,No,Yes,0,72.19,1806.21,No,10.04,No,No,Low Risk
CUST102240,Male,0,Yes,No,13,Month-to-month,Fiber optic,Credit card (automatic),Yes,No,No,Yes,0,63.87,861.38,No,37.95,No,No,Medium Risk
CUST104685,Male,1,No,Yes,21,Two year,DSL,Bank transfer (automatic),Yes,Yes,No,Yes,1,53.62,1109.92,No,2.23,No,No,Low Risk
CUST103690,Female,0,No,No,22,Two year,Fiber optic,Bank transfer (automatic),No,Yes,No,No,7,89.37,1960.31,Yes,54.04,Yes,Yes,Medium Risk
CUST103614,Female,0,No,No,2,Month-to-month,DSL,Credit card (automatic),No,No,No,Yes,0,69.75,236.93,No,63.06,Yes,No,High Risk
CUST102565,Female,0,No,No,35,Month-to-month,Fiber optic,Electronic check,No,Yes,No,Yes,1,89.83,3201.87,Yes,75.37,Yes,Yes,High Risk
CUST103214,Male,0,No,Yes,25,Month-to-month,Fiber optic,Mailed check,No,No,No,Yes,1,62.8,1594.37,Yes,50.6,Yes,Yes,Medium Risk
CUST100868,Male,0,No,No,14,One year,No,Credit card (automatic),Yes,No,No,Yes,0,18.0,319.66,No,2.55,No,No,Low Risk
CUST100495,Male,1,Yes,No,20,Month-to-month,Fiber optic,Electronic check,No,Yes,No,Yes,1,76.95,1573.15,Yes,83.0,Yes,Yes,High Risk
CUST102553,Female,0,Yes,No,18,Month-to-month,Fiber optic,Electronic check,Yes,No internet service,No internet service,No,2,38.68,670.69,Yes,69.92,Yes,Yes,High Risk
CUST101365,Female,0,No,No,72,Two year,DSL,Credit card (automatic),No,Yes,No,No internet service,0,47.73,3412.8,No,0.06,No,No,Low Risk
CUST102525,Female,0,Yes,No,4,Month-to-month,No,Mailed check,Yes,No,Yes,Yes,2,34.1,101.31,Yes,43.87,No,Yes,Medium Risk
CUST103590,Male,0,No,Yes,15,One year,Fiber optic,Bank transfer (automatic),No,No internet service,No internet service,Yes,0,73.68,1093.09,Yes,14.77,No,Yes,Low Risk
CUST102131,Male,0,No,No,49,One year,DSL,Bank transfer (automatic),No,No,No,No internet service,1,51.08,2540.17,No,1.35,No,No,Low Risk
CUST101315,Female,0,No,Yes,8,Month-to-month,No,Credit card (automatic),Yes,No internet service,No,Yes,1,18.0,208.0,No,20.02,No,No,Low Risk
CUST104637,Male,0,No,No,9,Two year,Fiber optic,Credit card (automatic),No,Yes,Yes,No,0,83.56,727.46,No,7.05,No,No,Low Risk
CUST102557,Male,0,No,No,48,Two year,DSL,Bank transfer (automatic),No,Yes,No,Yes,0,20.97,946.48,No,0.1,No,No,Low Risk
CUST103561,Female,0,Yes,Yes,38,Two year,No,Mailed check,Yes,Yes,No,Yes,1,25.76,952.08,No,0.31,No,No,Low Risk
CUST101047,Male,0,Yes,No,1,Two year,No,Bank transfer (automatic),Yes,No,No internet service,No,2,18.0,0.0,No,3.9,No,No,Low Risk
CUST104950,Female,0,No,No,72,One year,Fiber optic,Bank transfer (automatic),Yes,No,Yes,Yes,2,82.75,6033.45,No,1.26,No,No,Low Risk
CUST100108,Female,0,Yes,No,12,Month-to-month,DSL,Electronic check,No,No,No,No,1,35.73,405.65,Yes,61.38,Yes,Yes,High Risk
CUST102717,Male,0,Yes,Yes,44,Month-to-month,Fiber optic,Credit card (automatic),Yes,No,Yes,Yes,2,58.82,2589.86,Yes,7.7,No,Yes,Low Risk
CUST100466,Female,0,Yes,No,12,One year,No,Bank transfer (automatic),Yes,No,Yes,No,1,39.41,442.34,No,3.55,No,No,Low Risk
CUST103262,Male,1,No,No,45,Month-to-month,No,Mailed check,Yes,No,Yes,No internet service,3,29.69,1330.52,No,14.8,No,No,Low Risk
CUST103986,Female,1,Yes,No,10,Two year,DSL,Mailed check,No,Yes,No internet service,Yes,1,58.69,582.58,No,9.64,No,No,Low Risk
CUST100938,Female,1,No,No,16,One year,Fiber optic,Electronic check,No,No,Yes,No internet service,1,69.32,1201.22,Yes,58.47,Yes,Yes,Medium Risk
CUST104890,Female,0,No,No,44,Month-to-month,Fiber optic,Bank transfer (automatic),No,No internet service,No,No,0,72.16,3228.81,Yes,17.95,No,Yes,Low Risk
CUST104384,Male,1,No,No,8,Two year,DSL,Bank transfer (automatic),No,No internet service,No internet service,Yes,3,44.55,330.86,No,17.92,No,No,Low Risk
CUST103050,Female,0,Yes,No,47,Month-to-month,No,Bank transfer (automatic),No,No internet service,No,No,1,31.74,1493.49,No,3.41,No,No,Low Risk
CUST104803,Male,1,No,Yes,29,Two year,Fiber optic,Electronic check,Yes,No,No,No,0,47.18,1405.21,No,9.22,No,No,Low Risk
CUST101796,Male,0,No,No,7,Two year,DSL,Electronic check,Yes,No,No internet service,No,2,67.57,421.92,Yes,47.85,No,Yes,Medium Risk
CUST104195,Female,0,Yes,No,39,Month-to-month,Fiber optic,Electronic check,Yes,Yes,No,No,2,85.66,3277.58,No,64.31,Yes,No,High Risk
CUST101799,Male,0,Yes,No,48,Month-to-month,No,Bank transfer (automatic),No,No,No,No internet service,3,32.17,1544.1,No,6.67,No,No,Low Risk
CUST101141,Male,1,Yes,No,12,One year,DSL,Credit card (automatic),No,Yes,No internet service,No internet service,1,86.52,1061.41,No,20.25,No,No,Low Risk
CUST104976,Male,0,Yes,No,50,One year,Fiber optic,Mailed check,Yes,Yes,No,Yes,2,74.82,3799.64,No,3.98,No,No,Low Risk
CUST101809,Female,0,Yes,Yes,53,Month-to-month,Fiber optic,Mailed check,Yes,No internet service,Yes,Yes,2,76.11,4046.39,No,14.31,No,No,Low Risk
CUST102764,Male,1,No,No,69,Month-to-month,DSL,Electronic check,Yes,Yes,No internet service,No,0,52.9,3701.19,No,5.97,No,No,Low Risk
CUST104719,Female,1,Yes,No,3,Month-to-month,No,Electronic check,No,No,No,No,2,18.0,92.37,Yes,80.4,Yes,Yes,High Risk
CUST104104,Male,0,Yes,Yes,5,Month-to-month,Fiber optic,Credit card (automatic),No,No,Yes,No,0,72.96,372.86,No,41.63,No,No,Medium Risk
CUST103539,Male,1,No,No,12,Two year,DSL,Electronic check,Yes,No internet service,Yes,No,2,28.4,329.08,No,15.4,No,No,Low Risk
CUST102692,Female,0,Yes,Yes,41,Month-to-month,Fiber optic,Credit card (automatic),Yes,No internet service,Yes,No internet service,0,90.48,3688.87,No,11.89,No,No,Low Risk
CUST102419,Female,0,Yes,No,14,Two year,Fiber optic,Bank transfer (automatic),Yes,Yes,Yes,Yes,1,69.76,1030.9,No,3.15,No,No,Low Risk
CUST104224,Female,0,No,No,18,One year,Fiber optic,Bank transfer (automatic),No,Yes,No,Yes,2,85.39,1464.5,No,27.26,No,No,Low Risk
CUST103541,Female,0,No,No,22,Month-to-month,Fiber optic,Mailed check,Yes,No,Yes,Yes,0,65.49,1546.32,Yes,39.03,No,Yes,Medium Risk
CUST104513,Male,0,No,Yes,11,Two year,Fiber optic,Electronic check,Yes,Yes,Yes,No,2,77.29,943.04,No,28.9,No,No,Low Risk
CUST104324,Female,0,No,No,23,One year,Fiber optic,Credit card (automatic),Yes,No,No,Yes,0,35.66,734.98,No,3.59,No,No,Low Risk
CUST100056,Female,0,Yes,No,26,Two year,Fiber optic,Mailed check,Yes,No,No,No internet service,2,64.95,1729.72,Yes,9.57,No,Yes,Low Risk
CUST103870,Female,0,No,No,36,Month-to-month,Fiber optic,Electronic check,No,Yes,No,No internet service,0,98.89,3527.01,Yes,72.06,Yes,Yes,High Risk
CUST102035,Female,0,Yes,Yes,15,Month-to-month,Fiber optic,Electronic check,No,No internet service,No,Yes,1,97.36,1440.66,Yes,91.89,Yes,Yes,High Risk
CUST100438,Male,1,Yes,Yes,59,One year,Fiber optic,Mailed check,No,No internet service,No,No internet service,3,79.03,4628.14,No,9.0,No,No,Low Risk
CUST101576,Male,0,No,No,11,Month-to-month,Fiber optic,Electronic check,Yes,Yes,Yes,No,2,84.66,940.81,Yes,88.54,Yes,Yes,High Risk
CUST104951,Female,0,No,Yes,7,One year,No,Bank transfer (automatic),No,No,Yes,No,0,28.98,204.17,Yes,3.06,No,Yes,Low Risk
CUST102486,Female,0,Yes,No,22,Two year,DSL,Electronic check,Yes,Yes,No,No,1,67.66,1414.56,No,9.49,No,No,Low Risk
CUST101550,Male,1,No,No,31,Month-to-month,DSL,Electronic check,No,No,Yes,Yes,0,52.17,1663.09,Yes,43.26,No,Yes,Medium Risk
CUST101155,Male,0,Yes,No,15,One year,DSL,Bank transfer (automatic),Yes,Yes,Yes,No,3,59.96,885.1,No,6.12,No,No,Low Risk
CUST100447,Female,0,No,Yes,24,Month-to-month,No,Electronic check,No,No internet service,No internet service,Yes,0,18.0,408.19,No,26.73,No,No,Low Risk
CUST104055,Male,0,No,No,55,Two year,Fiber optic,Credit card (automatic),No,No,No,No internet service,1,71.8,3882.83,No,1.4,No,No,Low Risk
CUST101994,Male,0,No,No,26,Two year,Fiber optic,Credit card (automatic),Yes,No,No internet service,Yes,2,67.89,1741.38,No,8.27,No,No,Low Risk
CUST101498,Male,0,Yes,No,22,Month-to-month,No,Electronic check,Yes,No,Yes,Yes,3,27.88,498.49,No,45.36,No,No,Medium Risk
CUST104973,Female,0,Yes,No,37,Month-to-month,No,Credit card (automatic),Yes,No,Yes,No,2,26.32,1049.93,No,4.18,No,No,Low Risk
CUST104887,Male,1,Yes,No,24,Month-to-month,DSL,Mailed check,No,Yes,Yes,No,1,40.19,980.91,No,14.24,No,No,Low Risk
CUST103714,Male,0,No,No,28,Month-to-month,No,Bank transfer (automatic),Yes,Yes,Yes,No internet service,2,18.0,459.75,No,4.33,No,No,Low Risk
CUST102511,Male,0,No,Yes,20,Month-to-month,DSL,Bank transfer (automatic),No,No internet service,No,Yes,1,73.07,1384.34,No,40.55,No,No,Medium Risk
CUST102441,Female,0,Yes,Yes,44,Month-to-month,Fiber optic,Mailed check,Yes,No internet service,No,Yes,0,60.85,2732.08,Yes,11.19,No,Yes,Low Risk
CUST100800,Male,0,No,No,25,Month-to-month,Fiber optic,Bank transfer (automatic),No,No internet service,Yes,No,2,66.66,1644.65,No,42.1,No,No,Medium Risk
CUST102359,Male,1,Yes,No,21,One year,Fiber optic,Credit card (automatic),Yes,No,No,Yes,1,71.08,1451.63,No,16.76,No,No,Low Risk
CUST100711,Female,0,No,Yes,28,Month-to-month,No,Electronic check,No,No,Yes,No,1,33.2,826.38,No,29.58,No,No,Low Risk
CUST101816,Female,0,No,Yes,24,Month-to-month,DSL,Electronic check,Yes,Yes,No,No internet service,0,54.86,1338.99,Yes,34.79,No,Yes,Medium Risk
CUST102464,Male,0,No,No,44,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,No,No internet service,No,2,83.01,3623.88,No,36.24,No,No,Medium Risk
CUST101241,Female,0,Yes,Yes,10,Two year,DSL,Credit card (automatic),No,Yes,Yes,No,2,76.98,734.84,No,4.48,No,No,Low Risk
CUST102143,Male,0,Yes,No,31,Month-to-month,Fiber optic,Electronic check,Yes,No,No,Yes,2,69.43,2169.5,Yes,73.69,Yes,Yes,High Risk
CUST103864,Female,0,Yes,Yes,48,Month-to-month,DSL,Credit card (automatic),Yes,No,No,No internet service,1,48.09,2269.57,No,3.34,No,No,Low Risk
CUST100747,Male,0,No,Yes,27,Two year,Fiber optic,Electronic check,Yes,No,No internet service,No internet service,2,81.65,2189.02,Yes,33.83,No,Yes,Medium Risk
CUST102214,Female,0,No,No,17,One year,Fiber optic,Mailed check,No,No,No internet service,Yes,1,74.61,1247.59,Yes,37.7,No,Yes,Medium Risk
CUST104860,Female,0,No,No,18,One year,Fiber optic,Bank transfer (automatic),Yes,Yes,No,No,1,78.88,1470.13,No,14.74,No,No,Low Risk
CUST102713,Female,0,No,Yes,35,Two year,Fiber optic,Electronic check,Yes,No,No internet service,No,0,71.11,2586.83,Yes,9.62,No,Yes,Low Risk
CUST100871,Female,0,Yes,Yes,7,Month-to-month,No,Bank transfer (automatic),Yes,No,Yes,Yes,2,30.35,219.17,No,19.17,No,No,Low Risk
CUST100172,Male,0,No,No,20,Month-to-month,DSL,Electronic check,No,No internet service,No,No internet service,3,42.08,831.56,No,78.8,Yes,No,High Risk
CUST102063,Female,0,No,No,46,Two year,No,Electronic check,Yes,No,No,No internet service,0,18.0,755.03,No,0.88,No,No,Low Risk
CUST104505,Male,0,No,No,6,Month-to-month,Fiber optic,Bank transfer (automatic),No,No internet service,No,No,3,91.8,531.17,Yes,92.53,Yes,Yes,High Risk
CUST103289,Female,0,Yes,No,50,Two year,Fiber optic,Electronic check,No,No,Yes,Yes,1,64.75,3221.54,No,3.23,No,No,Low Risk
CUST103612,Male,1,Yes,No,4,One year,No,Electronic check,Yes,Yes,No internet service,No internet service,1,37.03,56.42,No,28.87,No,No,Low Risk
CUST103606,Female,0,No,No,22,Month-to-month,Fiber optic,Electronic check,Yes,No,No internet service,No internet service,3,78.06,1736.69,Yes,93.52,Yes,Yes,High Risk
CUST102118,Male,0,No,No,37,Month-to-month,No,Credit card (automatic),Yes,No internet service,Yes,No internet service,5,18.0,658.58,No,13.22,No,No,Low Risk
CUST101453,Male,0,No,No,12,One year,Fiber optic,Mailed check,Yes,No internet service,Yes,No,0,99.99,1151.04,No,37.66,No,No,Medium Risk
CUST102938,Male,0,Yes,No,3,Two year,No,Electronic check,No,No,No internet service,No,0,50.03,88.09,No,21.27,No,No,Low Risk
CUST100557,Female,0,Yes,Yes,29,Two year,Fiber optic,Bank transfer (automatic),No,No internet service,No internet service,Yes,1,86.84,2502.92,No,5.58,No,No,Low Risk
CUST101073,Male,1,Yes,No,22,Month-to-month,DSL,Electronic check,Yes,Yes,No,Yes,2,58.3,1268.28,No,66.52,Yes,No,High Risk
CUST103958,Male,0,No,Yes,46,Month-to-month,DSL,Electronic check,Yes,Yes,No internet service,Yes,1,37.96,1836.04,No,10.31,No,No,Low Risk
CUST100918,Female,0,No,No,9,Month-to-month,DSL,Credit card (automatic),Yes,No internet service,No internet service,Yes,1,47.72,380.8,No,41.24,No,No,Medium Risk
CUST101697,Male,0,No,No,33,Two year,No,Credit card (automatic),Yes,No internet service,No,No internet service,0,35.02,1142.65,No,0.66,No,No,Low Risk
CUST101587,Male,0,No,Yes,24,Two year,No,Electronic check,Yes,No,No internet service,No,2,25.38,603.77,No,6.73,No,No,Low Risk
CUST101776,Female,0,Yes,Yes,35,Month-to-month,Fiber optic,Bank transfer (automatic),No,No internet service,No,No,4,63.49,2196.21,No,42.0,No,No,Medium Risk
CUST100499,Female,1,Yes,Yes,12,Month-to-month,DSL,Electronic check,Yes,Yes,No internet service,No,5,62.22,734.7,Yes,91.59,Yes,Yes,High Risk
CUST104784,Male,0,Yes,No,51,Month-to-month,Fiber optic,Mailed check,Yes,Yes,No internet service,No internet service,3,61.16,3119.64,No,16.54,No,No,Low Risk
CUST101551,Male,0,No,No,30,Month-to-month,No,Mailed check,No,No internet service,Yes,Yes,1,33.37,1057.54,No,14.54,No,No,Low Risk
CUST103208,Female,0,No,No,5,One year,Fiber optic,Bank transfer (automatic),Yes,No,Yes,No internet service,0,89.77,549.97,Yes,27.06,No,Yes,Low Risk
CUST101339,Female,0,Yes,No,70,Two year,DSL,Electronic check,Yes,No internet service,No,Yes,3,31.79,2252.51,No,0.66,No,No,Low Risk
CUST104274,Male,0,No,No,7,Month-to-month,No,Bank transfer (automatic),Yes,No,Yes,No internet service,0,20.02,210.31,No,12.15,No,No,Low Risk
CUST101897,Male,0,Yes,Yes,12,One year,Fiber optic,Bank transfer (automatic),Yes,Yes,Yes,Yes,1,66.55,747.53,No,4.81,No,No,Low Risk
CUST104919,Male,0,Yes,No,8,Month-to-month,Fiber optic,Mailed check,Yes,Yes,No internet service,No,0,73.77,614.74,No,54.21,Yes,No,Medium Risk
CUST101786,Female,1,No,Yes,28,Two year,No,Electronic check,No,No,Yes,No internet service,1,18.0,517.33,No,3.32,No,No,Low Risk
CUST102139,Female,0,Yes,No,49,Two year,No,Mailed check,Yes,No,No internet service,No internet service,1,24.23,1107.93,No,0.33,No,No,Low Risk
CUST102521,Female,0,Yes,No,16,Month-to-month,DSL,Credit card (automatic),Yes,No internet service,Yes,No,0,18.0,291.57,No,4.62,No,No,Low Risk
CUST104398,Male,0,No,No,16,Month-to-month,Fiber optic,Electronic check,No,No internet service,No,No,0,76.34,1250.4,No,86.75,Yes,No,High Risk
CUST104468,Male,0,Yes,No,50,Two year,Fiber optic,Credit card (automatic),No,Yes,Yes,Yes,2,61.61,3098.78,No,0.49,No,No,Low Risk
CUST100164,Female,0,Yes,No,16,Two year,No,Bank transfer (automatic),Yes,No,No,No internet service,1,22.48,372.47,No,1.29,No,No,Low Risk
CUST100574,Male,0,No,No,49,Month-to-month,DSL,Electronic check,Yes,No,No,Yes,2,58.06,2848.37,Yes,38.68,No,Yes,Medium Risk
CUST103250,Male,0,Yes,No,27,Month-to-month,DSL,Bank transfer (automatic),Yes,No internet service,Yes,No internet service,1,70.32,1836.84,No,15.84,No,No,Low Risk
CUST102825,Female,0,Yes,No,26,Month-to-month,DSL,Credit card (automatic),Yes,No,No,No internet service,1,37.46,997.43,No,10.8,No,No,Low Risk
CUST101808,Female,0,Yes,Yes,39,Month-to-month,No,Bank transfer (automatic),Yes,No,Yes,No,2,18.0,663.15,No,2.12,No,No,Low Risk
CUST104858,Male,0,Yes,No,58,Month-to-month,DSL,Bank transfer (automatic),No,Yes,No,Yes,0,49.37,2867.01,No,1.08,No,No,Low Risk
CUST103776,Male,0,Yes,Yes,47,Two year,Fiber optic,Electronic check,No,Yes,No internet service,Yes,2,73.88,3448.01,No,5.36,No,No,Low Risk
CUST104523,Male,0,No,Yes,33,Month-to-month,Fiber optic,Mailed check,Yes,No,Yes,No,1,90.18,3001.6,Yes,44.7,No,Yes,Medium Risk
CUST103935,Female,0,No,No,23,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,No internet service,2,65.97,1450.84,Yes,78.79,Yes,Yes,High Risk
CUST100103,Female,0,No,No,18,Month-to-month,Fiber optic,Mailed check,Yes,Yes,Yes,No,2,70.21,1246.89,No,54.71,Yes,No,Medium Risk
CUST102210,Male,0,Yes,No,14,Month-to-month,DSL,Bank transfer (automatic),Yes,No,Yes,Yes,2,48.22,728.43,Yes,23.27,No,Yes,Low Risk
CUST104032,Male,1,No,No,20,One year,DSL,Bank transfer (automatic),No,No,Yes,No internet service,4,60.17,1170.76,Yes,24.86,No,Yes,Low Risk
