customerID,gender,SeniorCitizen,Partner,Dependents,tenure,Contract,InternetService,PaymentMethod,PaperlessBilling,TechSupport,OnlineSecurity,StreamingTV,NumSupportCalls,MonthlyCharges,TotalCharges,Churn
CUST101502,Female,0,No,No,8,Month-to-month,Fiber optic,Electronic check,Yes,Yes,No,No internet service,1,89.06,788.55,Yes
CUST101503,Male,0,Yes,No,72,Two year,Fiber optic,Mailed check,Yes,No,No internet service,No internet service,1,86.12,6219.03,No
CUST101504,Male,0,No,No,14,Month-to-month,DSL,Mailed check,Yes,No internet service,No,No,2,46.87,761.76,No
CUST101505,Male,0,Yes,No,10,One year,DSL,Mailed check,Yes,No,No,Yes,1,52.18,427.81,No
CUST101506,Female,0,Yes,No,58,Month-to-month,Fiber optic,Mailed check,Yes,Yes,No,No,0,67.73,3912.46,No
CUST101507,Female,0,No,No,10,Month-to-month,No,Electronic check,No,No,No,No,5,21.43,124.13,No
CUST101508,Female,0,No,No,32,One year,DSL,Electronic check,No,No,No,Yes,2,44.91,1452.84,No
CUST101509,Female,0,No,No,32,One year,Fiber optic,Bank transfer (automatic),No,Yes,No internet service,Yes,3,70.64,2264.31,No
CUST101510,Male,0,Yes,No,45,Month-to-month,DSL,Credit card (automatic),Yes,No,No,Yes,0,72.61,3212.84,No
CUST101511,Male,0,Yes,No,9,Month-to-month,No,Electronic check,Yes,No internet service,No,No,2,21.17,299.21,Yes
CUST101512,Male,0,Yes,Yes,12,Month-to-month,Fiber optic,Bank transfer (automatic),No,No internet service,No,Yes,0,76.27,897.27,Yes
CUST101513,Male,0,Yes,No,14,Month-to-month,Fiber optic,Mailed check,Yes,No,No,Yes,2,66.29,817.75,Yes
CUST101514,Female,0,Yes,Yes,12,Month-to-month,No,Electronic check,Yes,Yes,No,No internet service,0,24.82,331.85,Yes
CUST101515,Female,0,Yes,Yes,43,Two year,No,Credit card (automatic),Yes,No,Yes,No,1,34.92,1536.34,No
CUST101516,Male,1,Yes,No,32,Month-to-month,Fiber optic,Mailed check,Yes,No,No internet service,Yes,0,80.87,2563.87,No
CUST101517,Male,1,No,Yes,36,Month-to-month,No,Bank transfer (automatic),Yes,No internet service,No,Yes,2,42.02,1552.14,No
CUST101518,Female,0,Yes,No,5,Two year,Fiber optic,Mailed check,Yes,No internet service,No,No,2,60.48,254.89,No
CUST101519,Male,0,No,Yes,29,Month-to-month,No,Electronic check,Yes,No internet service,No internet service,Yes,0,18.0,501.14,No
CUST101520,Female,0,Yes,No,65,One year,DSL,Bank transfer (automatic),No,No,No internet service,No,0,50.05,3272.94,No
CUST101521,Male,0,No,Yes,72,One year,No,Mailed check,Yes,No,No,No,1,43.3,3163.82,No
CUST101522,Male,0,No,No,17,One year,No,Electronic check,No,Yes,No,No,3,28.59,474.82,No
CUST101523,Male,0,Yes,Yes,46,One year,Fiber optic,Bank transfer (automatic),No,No,No,Yes,1,58.0,2643.88,No
CUST101524,Male,0,No,No,12,One year,Fiber optic,Electronic check,No,No internet service,No,Yes,0,88.11,1055.26,No
CUST101525,Male,0,Yes,No,6,Month-to-month,DSL,Electronic check,No,No,Yes,No internet service,2,56.32,235.6,Yes
CUST101526,Male,0,No,No,6,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,No,No internet service,No internet service,3,85.68,500.1,Yes
CUST101527,Male,0,Yes,Yes,59,One year,DSL,Electronic check,No,Yes,No,No internet service,1,74.0,4266.97,No
CUST101528,Female,0,No,Yes,18,Month-to-month,No,Bank transfer (automatic),No,Yes,No,No,0,18.0,281.92,No
CUST101529,Female,0,Yes,Yes,15,Month-to-month,Fiber optic,Credit card (automatic),Yes,No,No,No,0,94.0,1338.88,No
CUST101530,Female,0,Yes,No,42,Two year,DSL,Electronic check,Yes,No internet service,No,Yes,3,54.11,2299.03,No
CUST101531,Female,0,No,No,7,One year,Fiber optic,Mailed check,Yes,Yes,No internet service,No,3,70.03,453.66,No
CUST101532,Female,0,Yes,No,35,Month-to-month,DSL,Bank transfer (automatic),Yes,Yes,No,No internet service,1,56.86,2052.0,No
CUST101533,Male,1,No,Yes,21,Two year,Fiber optic,Mailed check,No,No,No,Yes,3,60.69,1182.13,Yes
CUST101534,Male,0,Yes,No,72,One year,Fiber optic,Bank transfer (automatic),Yes,No,No internet service,No,1,74.76,5370.54,No
CUST101535,Female,1,No,No,17,Two year,No,Mailed check,Yes,Yes,No internet service,Yes,1,22.09,379.76,No
CUST101536,Male,1,Yes,Yes,22,Two year,No,Electronic check,No,Yes,No,No internet service,2,18.0,420.5,No
CUST101537,Female,0,No,No,6,Month-to-month,No,Electronic check,Yes,No,No internet service,No,3,18.0,215.68,Yes
CUST101538,Female,0,No,No,72,One year,DSL,Bank transfer (automatic),No,No,Yes,No internet service,2,68.66,4845.18,No
CUST101539,Male,0,Yes,Yes,18,One year,DSL,Electronic check,No,No internet service,Yes,Yes,0,52.87,913.78,No
CUST101540,Male,1,Yes,Yes,72,Two year,DSL,Credit card (automatic),No,No,Yes,No internet service,2,43.23,3212.41,No
CUST101541,Male,0,Yes,Yes,4,One year,Fiber optic,Bank transfer (automatic),No,No,Yes,Yes,2,80.38,275.47,No
CUST101542,Female,0,No,No,30,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,Yes,1,84.2,2548.09,Yes
CUST101543,Male,0,Yes,Yes,72,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes,3,74.98,5351.57,No
CUST101544,Female,0,Yes,Yes,14,Month-to-month,Fiber optic,Electronic check,Yes,No,No internet service,Yes,3,60.19,772.96,Yes
CUST101545,Female,0,Yes,No,29,Two year,Fiber optic,Bank transfer (automatic),Yes,Yes,Yes,Yes,2,44.44,1247.98,No
CUST101546,Female,0,Yes,Yes,60,Two year,Fiber optic,Credit card (automatic),Yes,No,No,No,3,64.19,3950.28,No
CUST101547,Male,0,No,Yes,18,Month-to-month,DSL,Electronic check,No,Yes,No internet service,No internet service,4,67.65,1159.37,Yes
CUST101548,Male,1,No,No,6,One year,Fiber optic,Electronic check,No,No,Yes,No internet service,0,86.55,504.39,Yes
CUST101549,Female,0,No,Yes,16,Two year,DSL,Mailed check,Yes,No,No,No,2,45.45,714.47,Yes
CUST101550,Male,1,No,No,31,Month-to-month,DSL,Electronic check,No,No,Yes,Yes,0,52.17,1663.09,Yes
CUST101551,Male,0,No,No,30,Month-to-month,No,Mailed check,No,No internet service,Yes,Yes,1,33.37,1057.54,No
CUST101552,Male,0,Yes,No,40,Month-to-month,Fiber optic,Mailed check,No,No internet service,No internet service,No,3,73.34,2938.99,Yes
CUST101553,Female,0,Yes,No,12,Two year,DSL,Electronic check,Yes,No internet service,No internet service,No,0,66.24,635.39,No
CUST101554,Female,0,No,Yes,72,Two year,DSL,Mailed check,Yes,No internet service,No internet service,No,0,53.83,3831.3,No
CUST101555,Male,0,No,No,12,Month-to-month,No,Mailed check,Yes,Yes,No internet service,No,1,30.78,309.46,No
CUST101556,Female,0,No,No,26,Month-to-month,Fiber optic,Mailed check,Yes,No,Yes,Yes,2,71.13,1907.31,Yes
CUST101557,Male,0,Yes,No,31,One year,Fiber optic,Electronic check,Yes,Yes,No internet service,No,0,65.59,1987.24,No
CUST101558,Male,1,Yes,No,29,Two year,Fiber optic,Mailed check,No,Yes,No,No,1,88.99,2664.88,No
CUST101559,Male,1,Yes,No,9,One year,Fiber optic,Mailed check,Yes,No,No internet service,No,3,56.98,533.23,No
CUST101560,Male,0,No,No,61,Month-to-month,DSL,Electronic check,Yes,No internet service,Yes,Yes,0,47.8,2972.54,No
CUST101561,Female,0,No,No,16,Month-to-month,No,Electronic check,No,No,No,Yes,0,23.87,494.71,Yes
CUST101562,Female,0,No,No,33,Two year,Fiber optic,Electronic check,Yes,No,No,No internet service,0,85.3,2767.71,Yes
CUST101563,Female,0,Yes,No,29,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No,1,64.45,1788.05,Yes
CUST101564,Male,1,No,No,28,Month-to-month,Fiber optic,Mailed check,No,No,No,No,2,76.52,2151.91,Yes
CUST101565,Male,0,Yes,No,5,Two year,Fiber optic,Electronic check,No,No internet service,Yes,Yes,1,58.36,339.5,No
CUST101566,Male,0,Yes,No,14,Two year,No,Mailed check,No,No,No,No,2,30.28,390.68,No
CUST101567,Female,1,No,No,33,One year,No,Electronic check,No,No internet service,No,Yes,0,46.88,1548.86,No
CUST101568,Male,0,Yes,No,5,One year,Fiber optic,Mailed check,Yes,Yes,Yes,Yes,1,51.49,318.3,No
CUST101569,Female,1,Yes,Yes,20,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,No internet service,Yes,No,1,66.27,1381.3,No
CUST101570,Female,0,No,No,27,Month-to-month,No,Mailed check,Yes,Yes,No internet service,No,0,35.04,916.99,No
CUST101571,Female,0,No,Yes,39,Month-to-month,Fiber optic,Electronic check,Yes,No,No internet service,Yes,2,110.32,4316.05,Yes
CUST101572,Female,0,Yes,No,26,One year,DSL,Electronic check,Yes,No internet service,No,Yes,2,62.06,1566.77,No
CUST101573,Female,0,No,No,21,Month-to-month,No,Electronic check,Yes,No,No internet service,No,2,18.0,305.5,No
CUST101574,Female,0,Yes,Yes,30,Two year,DSL,Mailed check,No,No,Yes,No,2,53.22,1664.51,No
CUST101575,Male,0,No,No,20,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes,4,60.28,1098.94,Yes
CUST101576,Male,0,No,No,11,Month-to-month,Fiber optic,Electronic check,Yes,Yes,Yes,No,2,84.66,940.81,Yes
CUST101577,Female,0,No,Yes,16,Month-to-month,No,Credit card (automatic),Yes,Yes,No,No,1,37.55,582.29,No
CUST101578,Female,0,No,No,33,One year,Fiber optic,Electronic check,No,Yes,No,No internet service,0,91.88,3059.48,Yes
CUST101579,Male,0,Yes,No,21,Month-to-month,Fiber optic,Credit card (automatic),No,Yes,Yes,No,2,71.04,1457.59,No
CUST101580,Female,0,Yes,Yes,72,Two year,No,Credit card (automatic),Yes,No internet service,Yes,Yes,1,18.0,1353.08,No
CUST101581,Female,0,Yes,No,8,Month-to-month,No,Credit card (automatic),Yes,No internet service,No internet service,No internet service,2,42.94,332.41,Yes
CUST101582,Male,0,Yes,No,32,One year,DSL,Credit card (automatic),Yes,No,No,Yes,4,71.57,2362.81,No
CUST101583,Female,0,No,Yes,36,One year,Fiber optic,Electronic check,Yes,No internet service,No internet service,No,2,63.15,2284.34,No
CUST101584,Female,0,Yes,Yes,26,Month-to-month,DSL,Electronic check,No,Yes,Yes,Yes,1,50.49,1260.25,No
CUST101585,Female,0,Yes,No,19,One year,Fiber optic,Electronic check,Yes,Yes,No,No,1,84.47,1632.06,Yes
CUST101586,Male,0,Yes,No,24,One year,Fiber optic,Electronic check,Yes,No,No internet service,No internet service,1,71.97,1748.16,Yes
CUST101587,Male,0,No,Yes,24,Two year,No,Electronic check,Yes,No,No internet service,No,2,25.38,603.77,No
CUST101588,Male,1,Yes,Yes,69,Two year,Fiber optic,Credit card (automatic),No,Yes,No,No,1,57.37,3921.11,No
CUST101589,Female,0,No,No,4,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,No internet service,3,61.53,289.15,Yes
CUST101590,Female,0,Yes,No,11,Month-to-month,Fiber optic,Electronic check,Yes,No internet service,Yes,Yes,1,73.9,764.64,Yes
CUST101591,Male,0,Yes,No,30,Month-to-month,DSL,Bank transfer (automatic),No,No,No,Yes,2,46.61,1355.3,No
CUST101592,Female,0,No,No,51,Two year,DSL,Electronic check,No,Yes,No,No internet service,3,41.22,2128.59,No
CUST101593,Female,1,No,No,12,Month-to-month,No,Mailed check,No,No,No,No,0,21.23,244.22,No
CUST101594,Female,0,No,No,9,One year,DSL,Electronic check,Yes,No,Yes,No,3,44.47,301.99,Yes
CUST101595,Female,0,No,No,22,One year,DSL,Credit card (automatic),No,No,No,No,3,55.34,1169.39,No
CUST101596,Female,0,Yes,No,11,One year,DSL,Mailed check,Yes,No internet service,No,Yes,4,66.91,756.3,No
CUST101597,Male,0,Yes,No,22,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,No internet service,No internet service,Yes,1,71.38,1556.87,Yes
CUST101598,Female,0,No,No,11,Month-to-month,Fiber optic,Electronic check,Yes,No internet service,No,Yes,0,69.89,763.74,Yes
CUST101599,Male,0,Yes,No,39,Month-to-month,DSL,Credit card (automatic),Yes,No,No,Yes,2,67.88,2660.42,Yes
CUST101600,Female,0,No,No,12,Month-to-month,Fiber optic,Electronic check,Yes,No,No,No,1,83.8,1028.42,Yes
CUST101601,Male,0,No,No,4,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,Yes,No,1,84.58,344.13,Yes
CUST101602,Female,0,Yes,Yes,39,Month-to-month,Fiber optic,Credit card (automatic),Yes,No,No,No,2,44.75,1578.85,No
CUST101603,Male,0,No,No,24,One year,DSL,Mailed check,No,Yes,Yes,Yes,0,49.62,1188.12,No
CUST101604,Female,0,Yes,No,17,Month-to-month,DSL,Mailed check,No,No,No,Yes,1,48.14,792.56,Yes
CUST101605,Male,0,Yes,Yes,18,Month-to-month,DSL,Electronic check,No,Yes,No,Yes,4,45.09,813.15,Yes
CUST101606,Female,1,Yes,No,27,Month-to-month,DSL,Mailed check,No,No internet service,No,No,3,67.64,1879.66,No
CUST101607,Male,0,No,Yes,9,Month-to-month,No,Credit card (automatic),No,No,No,Yes,2,18.48,112.7,Yes
CUST101608,Female,1,Yes,No,6,Month-to-month,Fiber optic,Electronic check,No,No internet service,Yes,No,0,58.32,353.43,Yes
CUST101609,Male,0,No,Yes,12,Month-to-month,DSL,Credit card (automatic),No,No,No,Yes,2,57.95,719.25,Yes
CUST101610,Male,0,No,No,19,One year,Fiber optic,Bank transfer (automatic),Yes,No,No internet service,Yes,2,74.91,1407.81,No
CUST101611,Female,0,No,No,11,Month-to-month,Fiber optic,Mailed check,Yes,Yes,No,No internet service,2,63.93,637.78,No
CUST101612,Female,0,No,Yes,69,Two year,No,Mailed check,Yes,No,No,Yes,0,37.21,2507.3,No
CUST101613,Male,0,Yes,No,12,Month-to-month,Fiber optic,Electronic check,No,Yes,No,No internet service,2,81.37,974.71,Yes
CUST101614,Female,0,Yes,Yes,25,Two year,Fiber optic,Electronic check,Yes,No,No,No internet service,1,81.33,2002.23,No
CUST101615,Male,0,Yes,No,34,Two year,DSL,Electronic check,Yes,Yes,No,No,0,60.81,1971.15,No
CUST101616,Male,1,No,No,55,One year,Fiber optic,Mailed check,Yes,No,Yes,No,4,88.08,4804.49,No
CUST101617,Male,0,No,Yes,72,Two year,DSL,Credit card (automatic),No,No internet service,No,No internet service,0,53.14,3761.05,No
CUST101618,Female,0,No,No,72,Month-to-month,Fiber optic,Mailed check,No,No,No,No internet service,3,60.1,4364.62,No
CUST101619,Male,0,No,Yes,54,Month-to-month,Fiber optic,Mailed check,No,Yes,No internet service,No,2,72.51,3841.33,Yes
CUST101620,Male,0,No,No,48,Month-to-month,No,Electronic check,No,No,Yes,Yes,1,18.0,935.02,No
CUST101621,Female,0,Yes,No,10,Month-to-month,DSL,Bank transfer (automatic),Yes,No internet service,Yes,Yes,3,42.26,530.59,No
CUST101622,Female,0,No,No,36,Month-to-month,DSL,Mailed check,Yes,No,No internet service,Yes,0,74.43,2642.45,Yes
CUST101623,Female,1,No,No,20,One year,DSL,Mailed check,Yes,Yes,No,Yes,3,41.79,805.11,No
CUST101624,Female,0,Yes,No,20,Month-to-month,DSL,Credit card (automatic),Yes,No,No internet service,Yes,2,40.91,865.39,No
CUST101625,Male,0,No,No,17,Month-to-month,DSL,Credit card (automatic),Yes,No,No,No,0,63.04,1125.88,Yes
CUST101626,Male,0,Yes,No,9,Month-to-month,Fiber optic,Bank transfer (automatic),No,Yes,No,No,1,85.36,743.62,Yes
CUST101627,Male,1,No,Yes,15,One year,Fiber optic,Credit card (automatic),Yes,No,No,No,2,55.0,803.01,No
CUST101628,Male,0,No,No,11,Two year,Fiber optic,Mailed check,Yes,No,Yes,Yes,1,77.99,836.31,No
CUST101629,Female,0,No,Yes,4,Month-to-month,Fiber optic,Credit card (automatic),No,Yes,No,Yes,1,68.42,231.1,Yes
CUST101630,Male,0,Yes,Yes,61,Month-to-month,Fiber optic,Mailed check,Yes,No,Yes,No,0,78.97,4862.74,No
CUST101631,Male,0,No,No,25,Month-to-month,Fiber optic,Electronic check,Yes,No internet service,No,No,1,71.37,1792.02,Yes
CUST101632,Female,0,No,No,26,One year,No,Credit card (automatic),Yes,No,No internet service,No,1,18.0,431.73,No
CUST101633,Male,0,Yes,No,23,Month-to-month,DSL,Electronic check,Yes,Yes,No,No,3,49.22,1135.29,Yes
CUST101634,Male,0,No,No,51,Two year,Fiber optic,Electronic check,No,No,Yes,No,2,82.51,4189.09,No
CUST101635,Male,0,No,No,27,Month-to-month,DSL,Electronic check,Yes,Yes,No internet service,No,2,78.32,2239.81,Yes
CUST101636,Male,0,No,No,63,Month-to-month,DSL,Electronic check,No,No internet service,Yes,No,1,59.68,3747.4,No
CUST101637,Male,0,Yes,Yes,39,Two year,Fiber optic,Electronic check,No,No internet service,No,Yes,2,70.31,2779.1,No
CUST101638,Male,0,No,No,13,Two year,DSL,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service,1,40.84,552.66,No
CUST101639,Female,0,No,No,56,One year,Fiber optic,Credit card (automatic),Yes,No,Yes,Yes,1,73.1,4086.07,No
CUST101640,Female,0,Yes,No,31,Month-to-month,DSL,Electronic check,No,No,No internet service,Yes,0,50.46,1586.27,No
CUST101641,Male,0,Yes,No,23,One year,Fiber optic,Bank transfer (automatic),Yes,No internet service,No,No,0,78.67,1819.93,No
CUST101642,Male,0,No,No,47,Month-to-month,Fiber optic,Electronic check,Yes,Yes,No,No,2,74.28,3615.5,Yes
CUST101643,Female,0,No,No,25,Month-to-month,Fiber optic,Electronic check,No,Yes,No internet service,Yes,3,80.75,2013.9,Yes
CUST101644,Male,1,No,No,41,Month-to-month,DSL,Bank transfer (automatic),Yes,No,No,No internet service,2,50.68,1947.54,Yes
CUST101645,Male,0,Yes,No,8,Month-to-month,DSL,Credit card (automatic),No,No internet service,No,No,3,75.51,713.53,Yes
CUST101646,Male,0,Yes,No,25,One year,Fiber optic,Electronic check,Yes,No,No,No,0,82.01,2024.77,No
CUST101647,Female,0,Yes,Yes,14,Month-to-month,Fiber optic,Mailed check,Yes,No,Yes,No,0,66.52,935.6,Yes
CUST101648,Male,0,Yes,Yes,72,Two year,DSL,Electronic check,No,No,No,Yes,1,67.01,4797.53,No
CUST101649,Female,0,No,Yes,60,Month-to-month,No,Credit card (automatic),Yes,No,Yes,No,5,18.0,1050.05,No
CUST101650,Male,0,No,No,29,Month-to-month,DSL,Electronic check,Yes,Yes,Yes,Yes,1,44.74,1241.53,No
CUST101651,Female,0,No,No,56,One year,No,Mailed check,No,No,Yes,No,3,18.0,907.88,No
CUST101652,Female,0,Yes,No,14,Two year,Fiber optic,Credit card (automatic),Yes,No,Yes,Yes,1,90.94,1237.29,No
CUST101653,Male,0,No,Yes,17,Two year,Fiber optic,Mailed check,Yes,No,Yes,No,1,72.85,1264.16,No
CUST101654,Female,0,Yes,No,3,One year,DSL,Credit card (automatic),Yes,No,Yes,No,2,47.46,60.06,Yes
CUST101655,Male,0,Yes,No,39,Month-to-month,Fiber optic,Credit card (automatic),Yes,No,No,No internet service,1,76.97,3027.1,No
CUST101656,Female,0,No,No,2,Two year,Fiber optic,Mailed check,No,No internet service,Yes,Yes,2,81.5,278.99,No
CUST101657,Male,1,No,No,15,Two year,Fiber optic,Bank transfer (automatic),Yes,No,No,Yes,2,94.07,1425.39,Yes
CUST101658,Male,1,No,No,8,Month-to-month,Fiber optic,Electronic check,No,No,No,Yes,6,57.04,386.85,Yes
CUST101659,Female,0,Yes,Yes,50,One year,Fiber optic,Credit card (automatic),Yes,No internet service,No internet service,Yes,0,90.16,4528.13,No
CUST101660,Male,0,No,Yes,72,One year,No,Electronic check,No,No internet service,No,No,0,18.0,1343.88,No
CUST101661,Male,0,No,Yes,44,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,No,No internet service,No internet service,2,85.88,3843.93,No
CUST101662,Female,0,No,No,39,Two year,Fiber optic,Electronic check,No,Yes,No,Yes,2,88.96,3478.82,Yes
CUST101663,Male,0,Yes,Yes,29,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No,3,89.58,2628.04,Yes
CUST101664,Male,0,No,No,27,One year,No,Electronic check,Yes,Yes,No,No,0,31.83,901.92,No
CUST101665,Female,0,No,No,12,Month-to-month,DSL,Mailed check,Yes,No,No,Yes,0,42.22,536.75,Yes
CUST101666,Female,0,No,No,5,Month-to-month,Fiber optic,Electronic check,Yes,No,No,Yes,1,83.96,435.72,Yes
CUST101667,Male,0,Yes,No,27,One year,Fiber optic,Electronic check,No,No internet service,No,No internet service,3,62.19,1647.19,No
CUST101668,Male,0,Yes,Yes,32,Month-to-month,DSL,Electronic check,No,No,No,Yes,3,43.74,1447.4,Yes
CUST101669,Female,0,Yes,No,31,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,No,1,69.52,2128.33,Yes
CUST101670,Female,0,Yes,No,35,Two year,No,Mailed check,No,Yes,No internet service,Yes,2,20.61,851.47,No
CUST101671,Male,1,No,Yes,42,One year,DSL,Mailed check,Yes,No,No,No,1,57.89,2399.39,No
CUST101672,Female,0,Yes,No,26,One year,Fiber optic,Electronic check,Yes,No,No,Yes,0,66.66,1773.29,No
CUST101673,Male,0,Yes,No,11,Month-to-month,No,Mailed check,No,No internet service,No internet service,Yes,1,28.96,254.68,Yes
CUST101674,Male,1,Yes,No,34,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,No internet service,No internet service,Yes,2,58.53,1966.18,No
CUST101675,Male,1,Yes,No,40,One year,Fiber optic,Bank transfer (automatic),Yes,No internet service,No,Yes,3,75.47,2989.34,No
CUST101676,Male,0,Yes,No,19,Two year,Fiber optic,Credit card (automatic),Yes,No,No internet service,No internet service,2,71.73,1294.51,No
CUST101677,Male,0,No,No,40,Month-to-month,DSL,Electronic check,Yes,No,No,No,0,67.17,2658.08,Yes
CUST101678,Female,0,No,Yes,27,One year,Fiber optic,Credit card (automatic),Yes,Yes,No,No,1,88.37,2404.01,No
CUST101679,Female,0,Yes,Yes,9,Month-to-month,Fiber optic,Mailed check,No,Yes,No internet service,No internet service,2,72.96,644.27,No
CUST101680,Female,0,Yes,Yes,72,Month-to-month,Fiber optic,Mailed check,Yes,Yes,Yes,Yes,3,51.49,3766.93,No
CUST101681,Female,0,Yes,No,18,Month-to-month,No,Mailed check,Yes,Yes,No,No internet service,3,18.0,277.43,No
CUST101682,Male,0,Yes,No,10,Month-to-month,Fiber optic,Electronic check,Yes,Yes,No,No,2,88.48,919.67,Yes
CUST101683,Male,0,No,No,14,Month-to-month,Fiber optic,Electronic check,No,No internet service,No,No,1,73.28,996.29,Yes
CUST101684,Male,0,No,No,1,One year,DSL,Bank transfer (automatic),Yes,No,Yes,No internet service,1,75.99,132.45,No
CUST101685,Male,0,No,No,20,Month-to-month,DSL,Electronic check,Yes,No internet service,No,Yes,0,65.76,1354.37,Yes
CUST101686,Female,0,No,No,62,Two year,No,Bank transfer (automatic),No,No internet service,No,Yes,1,28.06,1790.37,No
CUST101687,Male,0,Yes,No,29,One year,Fiber optic,Bank transfer (automatic),Yes,No internet service,Yes,Yes,0,76.54,2211.59,No
CUST101688,Male,0,No,Yes,12,One year,No,Mailed check,Yes,No internet service,No internet service,No internet service,3,18.0,282.47,No
CUST101689,Female,0,No,No,24,Month-to-month,DSL,Electronic check,Yes,No,Yes,Yes,1,47.42,1055.08,Yes
CUST101690,Female,0,No,No,24,Month-to-month,Fiber optic,Electronic check,Yes,No,No,No internet service,2,80.0,1942.31,Yes
CUST101691,Female,1,Yes,Yes,19,One year,No,Electronic check,Yes,No,Yes,Yes,1,20.86,403.25,No
CUST101692,Female,0,No,No,48,Month-to-month,DSL,Electronic check,No,No internet service,No,No,1,60.62,2951.46,No
CUST101693,Male,0,No,No,32,Two year,DSL,Electronic check,Yes,No internet service,No internet service,No,4,67.35,2151.41,No
CUST101694,Male,0,No,Yes,10,Month-to-month,No,Electronic check,No,No internet service,No internet service,No internet service,2,22.84,179.2,No
CUST101695,Female,0,Yes,Yes,47,Month-to-month,DSL,Electronic check,No,No,No,Yes,2,49.82,2286.95,No
CUST101696,Male,0,No,Yes,58,One year,Fiber optic,Electronic check,Yes,No,No,Yes,0,64.24,3725.33,Yes
CUST101697,Male,0,No,No,33,Two year,No,Credit card (automatic),Yes,No internet service,No,No internet service,0,35.02,1142.65,No
CUST101698,Male,0,No,No,20,Month-to-month,Fiber optic,Credit card (automatic),No,No internet service,No,No internet service,1,84.04,1723.65,Yes
CUST101699,Female,0,No,No,16,Month-to-month,DSL,Electronic check,Yes,No,No,Yes,0,81.24,1347.53,Yes
CUST101700,Male,1,No,No,71,Two year,Fiber optic,Electronic check,No,No,No,No,1,77.12,5477.91,No
CUST101701,Female,0,Yes,No,31,Month-to-month,Fiber optic,Mailed check,No,No internet service,Yes,Yes,0,73.84,2290.32,No
CUST101702,Male,0,No,No,26,Month-to-month,DSL,Electronic check,Yes,No,Yes,No,2,60.61,1629.09,Yes
CUST101703,Male,1,Yes,No,8,Month-to-month,Fiber optic,Mailed check,Yes,No internet service,No,No,5,71.54,560.07,Yes
CUST101704,Male,0,No,No,11,Month-to-month,DSL,Mailed check,Yes,Yes,No,No,1,44.38,477.97,Yes
CUST101705,Female,0,Yes,No,6,One year,No,Electronic check,Yes,No,No,No,2,26.07,90.28,No
CUST101706,Male,0,No,No,20,Month-to-month,Fiber optic,Credit card (automatic),Yes,No,No,Yes,0,80.49,1653.73,Yes
CUST101707,Female,0,No,No,15,Two year,DSL,Credit card (automatic),No,No,No,No,1,61.29,914.86,No
CUST101708,Female,0,No,No,27,One year,DSL,Credit card (automatic),Yes,Yes,No,No internet service,2,60.33,1685.75,No
CUST101709,Female,0,No,Yes,53,Two year,DSL,Electronic check,No,Yes,No,No internet service,4,67.77,3531.46,No
CUST101710,Male,0,No,Yes,40,Month-to-month,DSL,Credit card (automatic),Yes,No internet service,No,No,3,61.25,2425.43,No
CUST101711,Male,0,No,No,46,Month-to-month,Fiber optic,Mailed check,No,No,Yes,Yes,0,78.25,3646.8,Yes
CUST101712,Male,0,Yes,Yes,52,Two year,Fiber optic,Bank transfer (automatic),No,No,No,Yes,2,59.81,3126.43,No
CUST101713,Male,0,Yes,No,12,Month-to-month,Fiber optic,Credit card (automatic),No,No,No internet service,No internet service,2,77.95,876.24,Yes
CUST101714,Female,0,Yes,No,18,One year,Fiber optic,Credit card (automatic),Yes,No,No,No,1,72.95,1359.23,No
CUST101715,Female,0,Yes,Yes,16,Month-to-month,DSL,Bank transfer (automatic),Yes,No internet service,No,No,0,41.54,599.4,Yes
CUST101716,Female,0,No,Yes,42,One year,Fiber optic,Mailed check,Yes,No,Yes,Yes,2,81.01,3443.82,No
CUST101717,Male,0,No,Yes,8,Two year,No,Mailed check,Yes,No,Yes,Yes,0,31.22,200.78,No
CUST101718,Female,0,No,Yes,64,Month-to-month,DSL,Bank transfer (automatic),No,No,Yes,No internet service,3,60.1,3906.97,No
CUST101719,Male,0,Yes,No,17,Month-to-month,Fiber optic,Credit card (automatic),Yes,No internet service,Yes,No internet service,5,81.67,1394.03,No
CUST101720,Female,0,Yes,No,9,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,No,No,0,76.49,705.61,Yes
CUST101721,Male,0,No,No,18,Month-to-month,DSL,Mailed check,No,No,No internet service,No,0,52.04,932.67,No
CUST101722,Male,1,No,No,19,Month-to-month,DSL,Mailed check,Yes,No internet service,Yes,No internet service,1,76.24,1452.94,Yes
